ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hoover,8,False,Autosensing,"China,Turkey",60.0,85.0,DNH D8513AX-AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,167,6.7331145712965,6.0,Store Dry,360.0,"Australia,New Zealand",Approved,95264,6.338,0.0,Condenser,60.0,2020-12-18,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,5,True,Autosensing,Turkey,600.0,840.0,WDA8514AT,,AS/NZS 2442.1:1996/Amdt 4:2006,175,3.55320320743553,3.5,"Cotton Dry Extra, 1400 rpm",203.0,"Australia,New Zealand",Approved,95597,3.974,4.1733,Condenser,630.0,2020-12-22,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,8,False,Autosensing,Turkey,609.0,846.0,DPY8500,,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.04200230908608,8.0,"Cottons-Extra Dry, Dryness Level-Normal",291.0,"Australia,New Zealand",Approved,95821,6.423,0.0,Condenser,595.0,2021-01-15,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,V-ZUG,7,False,Autosensing,Switzerland,,,12005,,AS/NZS 2442.1:1996/Amdt 4:2006,86,9.99498151305471,9.0,Standard,162.0,"Australia,New Zealand",Approved,96243,5.537,0.0,Condenser,,2021-02-10,,Single product class,Available,,http://www.vzug.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EUROMAID,6,False,Autosensing,China,,,DE6KG,,AS/NZS 2442.1:1996/Amdt 4:2006,269,2.02966469011001,2.0,"Full Heat, Extra Dry",198.0,"Australia,New Zealand",Approved,96455,4.743,0.0,Vented,,2021-01-28,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,V-ZUG,7,False,Autosensing,Switzerland,,,12006,,AS/NZS 2442.1:1996/Amdt 4:2006,73,11.0034046894291,10.0,Standard,211.0,"Australia,New Zealand",Approved,96574,5.528,0.0,Condenser,,2021-02-01,,Single product class,Available,,http://www.vzug.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,10,False,Autosensing,South Korea,734.0,1020.0,TD-V1032V,,AS/NZS 2442.1:1996/Amdt 4:2006,444,2.08942659578844,2.0,Normal,135.0,"Australia,New Zealand",Approved,96578,8.094,0.0,Vented,686.0,2021-03-15,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euromaid,7,False,Autosensing,Turkey,,,HPD7,,AS/NZS 2442.1:1996/Amdt 4:2006,155,6.37030946724355,6.0,P03 Cottons Extra Dry,267.0,"Australia,New Zealand",Approved,96593,5.707,0.0,Condenser,,2021-01-29,,Single product class,Available,http://www.glendimplex.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,WHIRLPOOL,8,False,Autosensing,France,,,HSCR80420,,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.07399042841041,7.0,eCotton Cupboard Dry,251.0,"Australia,Fiji,New Zealand",Approved,96688,6.362,0.0,Condenser,,2021-02-17,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,8,True,Autosensing,South Korea,,,WD16J9845KG,,AS/NZS 2442.1:1996/Amdt 4:2006,331,2.52360762294022,2.5,"Drying, Extra Dry, Extra High Spin",526.6,"Australia,Fiji,New Zealand",Approved,96696,6.38,147.8,Condenser,,2021-02-22,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hoover,8,False,Autosensing,Turkey,60.0,850.0,DNC D 8513BX-AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,343,2.30448193771126,2.0,Store Dry program,226.0,Australia,Approved,96828,6.295,0.0,Condenser,60.0,2021-02-11,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,WHIRLPOOL,8,False,Autosensing,France,,,DSCR80320,,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.04111237598063,2.0,eCotton Cupboard Dry,192.1,"Australia,Fiji,New Zealand",Approved,96861,6.489,0.0,Condenser,,2021-02-17,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,4,False,Autosensing,China,495.0,830.0,DE4060M1,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301500606,2.0,Everyday,136.0,"Australia,New Zealand",Approved,97128,3.144,0.0,Vented,600.0,2021-03-14,,Single product class,Available,http://www.fisherpaykel.com/nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,HAIER,6,False,Autosensing,China,,,HDY-D60,,AS/NZS 2442.1:1996/Amdt 4:2006,284,1.69577830083184,1.5,Extra Dry,184.0,"Australia,New Zealand",Approved,97153,4.747,,Vented,,2021-04-25,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,7,True,Autosensing,South Korea,,,WD13J7825KP,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Normal Dry & Max Spin,353.5,"Australia,Fiji,New Zealand",Approved,97311,5.618,142.0,Condenser,,2021-03-31,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Teka,3.5,True,Autosensing,China,565.0,850.0,TFL7D35,,AS/NZS 2442.1:1996/Amdt 4:2006,126,3.37986415669386,3.0,Dry,143.0,"Australia,Fiji,New Zealand",Approved,97472,2.733,72.0,Condenser,595.0,2021-03-22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,5,True,Autosensing,South Korea,640.0,850.0,WD1409HPW,,AS/NZS 2442.1:1996/Amdt 4:2006,230,1.87159395832081,1.5,"Normal Eco, 1400RPM",271.0,"Australia,New Zealand",Approved,97653,4.012,49.9,Condenser,600.0,2021-03-30,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Midea,7,False,Autosensing,China,555.0,840.0,MDV07,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra + Cotton,210.0,Australia,Approved,97831,5.538,0.0,Vented,595.0,2021-04-27,,Single product class,Available,http://www.castel.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,4,True,Autosensing,China,,,WVH28490AU,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.00683301500606,3.0,"Intensive dry, AUTO2",170.0,"Australia,New Zealand",Approved,97993,3.193,0.0,Condenser,,2021-04-21,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,4,True,Autosensing,China,,,WD14H490AU,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.00683301500606,3.0,"Intensive dry, AUTO2",170.0,"Australia,New Zealand",Approved,97998,3.193,0.0,Condenser,,2021-04-13,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Midea,7,False,Autosensing,China,615.0,840.0,MDC07,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Extra + Cotton,198.0,Australia,Approved,98177,5.514,0.0,Condenser,595.0,2021-05-10,,Single product class,Available,http://www.castel.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Midea,7,False,Autosensing,China,622.0,845.0,MDHP07,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.1749556188476,6.0,Extra + Cotton,290.0,Australia,Approved,98178,5.574,0.0,Condenser,595.0,2021-04-27,,Single product class,Available,http://www.castel.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,False,Autosensing,Poland,,,T86280AC,,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.0583239379181,2.0,Cottons Extra Dry Max Dryness,221.0,"Australia,New Zealand",Approved,98344,6.386,0.0,Condenser,,2021-06-06,,Single product class,Unavailable,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Artusi,4,False,Timer,China,435.0,700.0,ACD40A,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301500606,2.0,200 mins High Heat,133.0,"Australia,Fiji,New Zealand",Approved,98777,3.116,0.0,Vented,600.0,2021-05-26,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Haier,5,False,Autosensing,China,600.0,600.0,HDV50E1,,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.14511140461585,2.0,"Sensor Dry Normal, High",162.0,"Australia,New Zealand",Approved,99106,4.004,0.0,Vented,830.0,2021-05-26,,Single product class,Available,,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Haier,6,False,Autosensing,China,600.0,600.0,HDV60E1,,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.07558377919491,2.0,"Sensor Dry Extra, High",196.0,"Australia,New Zealand",Approved,99107,4.719,0.0,Vented,830.0,2021-06-20,,Single product class,Available,,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIMPSON,4,False,Timer,Thailand,,,39P400,,AS/NZS 2442.1:1996,189,1.70662082236976,1.5,Hot,95.0,"Australia,New Zealand",Approved,99215,3.123,,Vented,,2021-07-25,,Single product class,Unavailable,,http://www.simpson.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIMPSON,5,False,Timer,"Thailand,Australia",,,39S500,,AS/NZS 2442.1:1996,231,1.84489921197954,1.5,Hot,117.0,"Australia,New Zealand",Approved,99218,3.903,,Vented,,2021-07-25,,Single product class,Unavailable,,http://www.simpson.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIMPSON,6,False,Timer,Thailand,,,39S600,,AS/NZS 2442.1:1996,279,1.80507299280852,1.5,Hot,137.0,"Australia,New Zealand",Approved,99219,4.68,,Vented,,2021-07-25,,Single product class,Unavailable,,http://www.simpson.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,False,Autosensing,Poland,,,T76280AC,,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.0583239379181,2.0,Cottons Extra Dry Max Dryness,221.0,"Australia,New Zealand",Approved,99221,6.386,0.0,Condenser,,2021-08-01,,Single product class,Unavailable,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,8,False,Autosensing,Poland,,,WTH85200AU,,AS/NZS 2442.1:1996/Amdt 4:2006,150,7.39370542463442,7.0,Cotton Extra Dry,296.0,"Australia,New Zealand",Approved,99540,6.345,0.0,Condenser,,2021-06-08,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ELECTROLUX,7,False,Autosensing,Poland,,,EDC2075GDW,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079217,2.0,Cottons Strong Dry,191.0,"Australia,Fiji,New Zealand",Approved,99782,5.5196,0.0,Condenser,,2021-07-01,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,8,False,Autosensing,South Korea,660.0,850.0,TD-C80NPW,,AS/NZS 2442.1:1996/Amdt 4:2006,359,2.02394882404118,2.0,"Cotton, Cupboard",240.0,"Australia,New Zealand",Approved,99904,6.424,0.0,Condenser,600.0,2021-07-01,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,9,False,Autosensing,South Korea,660.0,850.0,TD-C90NPE,,AS/NZS 2442.1:1996/Amdt 4:2006,401,2.06790676088073,2.0,"Cotton, Cupboard",270.0,"Australia,New Zealand",Approved,99905,7.208,0.0,Condenser,600.0,2021-07-08,,Single product class,Unavailable,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,7,False,Autosensing,Turkey,598.0,846.0,DPU 7360 GX,,AS/NZS 2442.1:1996/Amdt 4:2006,163,6.06065271499301,6.0,Cottons-Extra Dry,225.0,"Australia,New Zealand",Approved,99984,5.59,0.0,Condenser,595.0,2021-11-26,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,False,Autosensing,Poland,,,T86280IC,,AS/NZS 2442.1:1996,358,2.04111237598063,2.0,Cottons Extra Dry; Max Dryness,217.0,"Australia,New Zealand",Approved,99990,6.39,0.0,Condenser,,2021-08-01,,Single product class,Unavailable,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,6,True,Autosensing,South Korea,675.0,850.0,WD1610NSW,,AS/NZS 2442.1:1996/Amdt 4:2006,119,7.04808247695297,7.0,"Cotton Dry, Eco Dry, 1200RPM",364.0,"Australia,New Zealand",Approved,100260,4.791,3.0,Condenser,600.0,2022-01-11,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
AS/NZS 2442.2:2000/Amdt 2:2007,PARMCO,7,False,Autosensing,China,555.0,840.0,PT-F7-R,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.08546832651034,2.0,Extra/Cotton,208.0,New Zealand,Approved,100752,5.538,0.0,Vented,595.0,2116-09-04,,Single product class,Available,http://www.parmco.co.nz/,http://www.parmco.co.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
