Submit_ID,Brand,Model_No,Family Name,SoldIn,Country,Sing_or_fam,nom_lamp_power,avg_meas_lum_flux,median_lamp_life,lumen_maintenance,avg_meas_efficacy,inputvolt_min,inputvolt_max,ExpDate,GrandDate,SubmitStatus,Product Class,Availability Status,Product Website,Representative Brand URL,Lamp Light Output (Lumens),Lamp Type,What test standard was used
97032,MIRABELLA,HPGLSES-72  A55 Pearl E27,HPGLS-72,Australia,China,,72.0,1154.9,2000.0,0.904,15.745,230.0,250.0,2021-02-28,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,1150.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97033,MIRABELLA,HPFR-28,HPFR-28,Australia,China,,28.0,357.7,2000.0,0.861,12.481,230.0,250.0,2021-03-01,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,357.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97033,MIRABELLA,HPFRBC-28  G45 Pearl B22,HPFR-28,Australia,China,,28.0,357.7,2000.0,0.861,12.481,230.0,250.0,2021-03-01,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,357.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97033,MIRABELLA,HPFRES-28  G45  Pearl E27,HPFR-28,Australia,China,,28.0,357.7,2000.0,0.861,12.481,230.0,250.0,2021-03-01,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,357.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97033,MIRABELLA,HPFRSBC-28   G45 Pearl B15,HPFR-28,Australia,China,,28.0,357.7,2000.0,0.861,12.481,230.0,250.0,2021-03-01,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,357.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97033,MIRABELLA,HPFRSES-28   G45 Pearl E14,HPFR-28,Australia,China,,28.0,357.7,2000.0,0.861,12.481,230.0,250.0,2021-03-01,,Approved,Class 1,Unavailable,,http://www.mirabella.com.au,357.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97431,CLA,CLAHAGLS72W,CLAHAGLS72W,Australia,China,,76.8,1352.2,2000.0,0.9,17.81,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,1339.5,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97431,CLA,CLAHAGLS72WBCCL,CLAHAGLS72W,Australia,China,,76.8,1352.2,2000.0,0.9,17.81,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,1339.5,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97431,CLA,CLAHAGLS72WESCL,CLAHAGLS72W,Australia,China,,76.8,1352.2,2000.0,0.9,17.81,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,1339.5,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97432,CLA,CLAHAGLS53W,CLAHAGLS53W,Australia,China,,56.5,978.55,2000.0,0.9,17.57,240.0,240.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,932.83,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97432,CLA,CLAHAGLS53WBCCL,CLAHAGLS53W,Australia,China,,56.5,978.55,2000.0,0.9,17.57,240.0,240.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,932.83,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97432,CLA,CLAHAGLS53WESCL,CLAHAGLS53W,Australia,China,,56.5,978.55,2000.0,0.9,17.57,240.0,240.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,932.83,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97433,CLA,CLAHA42W,CLAHA42W,Australia,China,,45.0,682.98,2000.0,0.9,15.36,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,689.72,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97433,CLA,CLAHAGLS42WBCCL,CLAHA42W,Australia,China,,45.0,682.98,2000.0,0.9,15.36,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,689.72,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97433,CLA,CLAHAGLS42WESCL,CLAHA42W,Australia,China,,45.0,682.98,2000.0,0.9,15.36,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,689.72,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97434,CLA,CLAHA28W,CLAHA28W,Australia,China,,28.5,364.0,2000.0,0.9,12.8,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,370.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97434,CLA,CLAHACAN28WBCCL,CLAHA28W,Australia,China,,28.5,364.0,2000.0,0.9,12.8,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,370.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97434,CLA,CLAHACAN28WESCL,CLAHA28W,Australia,China,,28.5,364.0,2000.0,0.9,12.8,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,370.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97434,CLA,CLAHAGLS28WBCCL,CLAHA28W,Australia,China,,28.5,364.0,2000.0,0.9,12.8,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,370.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97434,CLA,CLAHAGLS28WESCL,CLAHA28W,Australia,China,,28.5,364.0,2000.0,0.9,12.8,50.0,50.0,2021-04-12,,Approved,Class 1,Available,,http://www.clalighting.com.au,370.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97761,MIRABELLA,HPGLSBC-53 A55 PEARL,HPGLSXXX-53,Australia,China,,53.0,797.7,2000.0,0.911,14.8,230.0,250.0,2021-04-27,,Approved,Class 1,Available,,http://www.mirabella.com.au,797.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97761,MIRABELLA,HPGLSES-53 A55 PEARL,HPGLSXXX-53,Australia,China,,53.0,797.7,2000.0,0.911,14.8,230.0,250.0,2021-04-27,,Approved,Class 1,Available,,http://www.mirabella.com.au,797.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
97761,MIRABELLA,HPGLSXXX-53,HPGLSXXX-53,Australia,China,,53.0,797.7,2000.0,0.911,14.8,230.0,250.0,2021-04-27,,Approved,Class 1,Available,,http://www.mirabella.com.au,797.0,Mains Voltage halogen non reflector (excluding G9 base),AS/NZS 4934.1:2014
98918,XGY,18W,18W,Australia,China,Family,18.0,206.35,2000.0,0.87,11.06,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
98918,XGY,A55 18W E27,18W,Australia,China,Family,18.0,206.35,2000.0,0.87,11.06,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
98918,XGY,C35 18W E14,18W,Australia,China,Family,18.0,206.35,2000.0,0.87,11.06,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
98918,XGY,G45 18W E14,18W,Australia,China,Family,18.0,206.35,2000.0,0.87,11.06,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
98918,XGY,G45 18W E27,18W,Australia,China,Family,18.0,206.35,2000.0,0.87,11.06,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
99025,XGY,28w,28w,Australia,China,Family,28.0,370.0,2000.0,0.88,370.0,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
99025,XGY,A55 28W B22,28w,Australia,China,Family,28.0,370.0,2000.0,0.88,370.0,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
99025,XGY,A55 28W E27,28w,Australia,China,Family,28.0,370.0,2000.0,0.88,370.0,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
99025,XGY,G45 28W E14,28w,Australia,China,Family,28.0,370.0,2000.0,0.88,370.0,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
99025,XGY,G45 28W E27,28w,Australia,China,Family,28.0,370.0,2000.0,0.88,370.0,220.0,240.0,2021-05-23,,Approved,Class 1,Available,,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
100276,Sylvania,28W Classic Eco Candle,28W Classic Eco Candle,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100276,Sylvania,603923ER,28W Classic Eco Candle,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100276,Sylvania,603939ER,28W Classic Eco Candle,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100276,Sylvania,603963ER,28W Classic Eco Candle,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100276,Sylvania,603979ER,28W Classic Eco Candle,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100278,Sylvania,28W Classic Eco Fancy Round,28W Classic Eco Fancy Round,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,230.0,250.0,2021-07-08,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100278,Sylvania,603903ER,28W Classic Eco Fancy Round,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,230.0,250.0,2021-07-08,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100278,Sylvania,603925ER,28W Classic Eco Fancy Round,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,230.0,250.0,2021-07-08,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100278,Sylvania,603932ER,28W Classic Eco Fancy Round,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,230.0,250.0,2021-07-08,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100278,Sylvania,604525ER,28W Classic Eco Fancy Round,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,230.0,250.0,2021-07-08,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,"Candle, fancy round or decorative (>25W <=40W)",AS/NZS 4934.1:2014
100279,Sylvania,28W Classic Eco A55,28W Classic Eco A55,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
100279,Sylvania,603012ER,28W Classic Eco A55,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
100279,Sylvania,603302ER,28W Classic Eco A55,"Australia,New Zealand",China,Family,28.0,356.8,2000.0,0.87,12.56,240.0,240.0,2021-07-19,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
100280,Sylvania,53W Classic Eco A55,53W Classic Eco A55,"Australia,New Zealand",China,Family,53.0,804.5,2000.0,0.91,15.01,230.0,250.0,2021-07-12,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,835.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
100280,Sylvania,603016ER,53W Classic Eco A55,"Australia,New Zealand",China,Family,53.0,804.5,2000.0,0.91,15.01,230.0,250.0,2021-07-12,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,835.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
100280,Sylvania,603304ER,53W Classic Eco A55,"Australia,New Zealand",China,Family,53.0,804.5,2000.0,0.91,15.01,230.0,250.0,2021-07-12,,Approved,Class 1,Available,http://www.havells-sylvania.com/,,835.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
101143,Sylvania,214880ER,,"Australia,Fiji,New Zealand",China,Single,200.0,3903.3,2000.0,0.89,19.68,240.0,240.0,2021-09-07,,Approved,Class 1,Available,,,3980.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
101811,XGY,A55 28W E27,,"Australia,New Zealand",China,Single,28.0,371.0,2000.0,0.88,12.8,220.0,240.0,2021-09-26,,Approved,Class 1,Available,,,370.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
101813,XGY,A55 18W E27,,"Australia,New Zealand",China,Single,18.0,207.7,2000.0,0.855,11.11,220.0,240.0,2021-09-29,,Approved,Class 1,Available,,,205.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103023,Olsent,MR16 35W,,"Australia,New Zealand",China,Single,35.0,483.0,2000.0,0.924,13.92,12.0,12.0,2021-11-09,,Approved,Class 1,Unavailable,,,470.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103027,Olsent,A55 42W,A55 42W,"Australia,New Zealand",China,Family,42.0,599.0,2000.0,0.9,14.08,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103027,Olsent,A55 42W B22 (PEARL),A55 42W,"Australia,New Zealand",China,Family,42.0,599.0,2000.0,0.9,14.08,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103027,Olsent,A55 42W E27 (PEARL),A55 42W,"Australia,New Zealand",China,Family,42.0,599.0,2000.0,0.9,14.08,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,600.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103029,Olsent,A55 53W,A55 53W,"Australia,New Zealand",China,Family,53.0,808.0,2000.0,0.897,15.04,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,830.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103029,Olsent,A55 53W B22 (PEARL),A55 53W,"Australia,New Zealand",China,Family,53.0,808.0,2000.0,0.897,15.04,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,830.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103029,Olsent,A55 53W E27 (PEARL),A55 53W,"Australia,New Zealand",China,Family,53.0,808.0,2000.0,0.897,15.04,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,830.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103031,Olsent,A55 72W,A55 72W,"Australia,New Zealand",China,Family,72.0,1145.0,2000.0,0.904,15.88,240.0,240.0,2021-11-17,,Approved,Class 1,Unavailable,,,1200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103031,Olsent,A55 72W B22 (CLEAR),A55 72W,"Australia,New Zealand",China,Family,72.0,1145.0,2000.0,0.904,15.88,240.0,240.0,2021-11-17,,Approved,Class 1,Unavailable,,,1200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103031,Olsent,A55 72W E27 (CLEAR),A55 72W,"Australia,New Zealand",China,Family,72.0,1145.0,2000.0,0.904,15.88,240.0,240.0,2021-11-17,,Approved,Class 1,Unavailable,,,1200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103032,Olsent,A55 72W,A55 72W,"Australia,New Zealand",China,Family,72.0,1145.0,2000.0,0.904,15.89,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,1200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103032,Olsent,A55 72W B22 (PEARL),A55 72W,"Australia,New Zealand",China,Family,72.0,1145.0,2000.0,0.904,15.89,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,1200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103032,Olsent,A55 72W E27 (PEARL),A55 72W,"Australia,New Zealand",China,Family,72.0,1145.0,2000.0,0.904,15.89,240.0,240.0,2021-11-09,,Approved,Class 1,Unavailable,,,1200.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
103053,MIRABELLA,MR11 12V 16W,,"Australia,New Zealand",China,Single,16.0,213.5,2000.0,0.906,12.4,12.0,12.0,2021-11-17,,Approved,Class 1,Available,,http://www.mirabella.com.au,215.0,ELV halogen reflector,AS/NZS 4934.1:2014
103065,MIRABELLA,MR16 12V 16W,,"Australia,New Zealand",China,Single,16.0,248.2,2000.0,0.9,14.5,12.0,12.0,2021-11-09,,Approved,Class 1,Available,,http://www.mirabella.com.au,240.0,ELV halogen reflector,AS/NZS 4934.1:2014
103401,Halogen Lamp,CLAHACAN18WESCL,Family,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-01-20,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
103401,Halogen Lamp,CLAHACAN18WESFR,Family,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-01-20,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
103401,Halogen Lamp,CLAHACAN18WSESCL,Family,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-01-20,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
103401,Halogen Lamp,CLAHACAN18WSESFR,Family,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-01-20,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
103401,Halogen Lamp,Family,Family,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-01-20,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
103464,GE,M11-10w 12v G4,M11 10W 12V G4,"Australia,Fiji,New Zealand","Hungary,China",Family,10.0,146.0,2000.0,0.9,14.2,12.0,12.0,2021-12-09,,Approved,Class 1,Available,,,140.0,ELV halogen non reflector,AS/NZS 4934.1:2014
103464,GE,M11 10W 12V G4,M11 10W 12V G4,"Australia,Fiji,New Zealand","Hungary,China",Family,10.0,146.0,2000.0,0.9,14.2,12.0,12.0,2021-12-09,,Approved,Class 1,Available,,,140.0,ELV halogen non reflector,AS/NZS 4934.1:2014
103464,GE,M11-10w 12v G4 STD,M11 10W 12V G4,"Australia,Fiji,New Zealand","Hungary,China",Family,10.0,146.0,2000.0,0.9,14.2,12.0,12.0,2021-12-09,,Approved,Class 1,Available,,,140.0,ELV halogen non reflector,AS/NZS 4934.1:2014
103627,Brilliant Lighting,19109,Incandescent Lamp (IN),Australia,China,Family,52.0,808.9,2000.0,0.89,15.02,240.0,240.0,2021-12-09,,Approved,Class 1,Available,,http://www.blinklighting.com.au,850.0,GLS tungsten filament,AS/NZS 4934.1:2014
103627,Brilliant Lighting,19110,Incandescent Lamp (IN),Australia,China,Family,52.0,808.9,2000.0,0.89,15.02,240.0,240.0,2021-12-09,,Approved,Class 1,Available,,http://www.blinklighting.com.au,850.0,GLS tungsten filament,AS/NZS 4934.1:2014
103627,Brilliant Lighting,Incandescent Lamp (IN),Incandescent Lamp (IN),Australia,China,Family,52.0,808.9,2000.0,0.89,15.02,240.0,240.0,2021-12-09,,Approved,Class 1,Available,,http://www.blinklighting.com.au,850.0,GLS tungsten filament,AS/NZS 4934.1:2014
103629,Brilliant Lighting,19111,Incandescent Lamp (IN),Australia,China,Family,70.0,1193.2,2000.0,0.86,16.19,240.0,240.0,2021-12-05,,Approved,Class 1,Available,,http://www.blinklighting.com.au,1200.0,GLS tungsten filament,AS/NZS 4934.1:2014
103629,Brilliant Lighting,19116,Incandescent Lamp (IN),Australia,China,Family,70.0,1193.2,2000.0,0.86,16.19,240.0,240.0,2021-12-05,,Approved,Class 1,Available,,http://www.blinklighting.com.au,1200.0,GLS tungsten filament,AS/NZS 4934.1:2014
103629,Brilliant Lighting,Incandescent Lamp (IN),Incandescent Lamp (IN),Australia,China,Family,70.0,1193.2,2000.0,0.86,16.19,240.0,240.0,2021-12-05,,Approved,Class 1,Available,,http://www.blinklighting.com.au,1200.0,GLS tungsten filament,AS/NZS 4934.1:2014
104255,OSRAM,64415 10W 12V G4,,"Australia,Fiji,New Zealand",Germany,Single,10.0,133.0,2000.0,0.87,12.6,12.0,12.0,2022-05-03,,Approved,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,140.0,ELV halogen non reflector,AS/NZS 4934.1:2014
104260,OSRAM,64415 S AX 10W 12V G4,,"Australia,Fiji,New Zealand",Germany,Single,10.0,135.0,4000.0,0.85,13.1,12.0,12.0,2022-05-19,,Approved,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,130.0,ELV halogen non reflector,AS/NZS 4934.1:2014
104264,OSRAM,64425 20W 12V G4,,"Australia,Fiji,New Zealand",Germany,Single,20.0,291.0,2000.0,0.85,14.5,12.0,12.0,2022-03-10,,Approved,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,320.0,ELV halogen non reflector,AS/NZS 4934.1:2014
104518,CLA,CLAHACAN18WBCCL,CLAHACAN18WB series,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-02-02,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
104518,CLA,CLAHACAN18WBCFR,CLAHACAN18WB series,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-02-02,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
104518,CLA,CLAHACAN18WB series,CLAHACAN18WB series,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-02-02,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
104518,CLA,CLAHACAN18WSBCCL,CLAHACAN18WB series,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-02-02,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
104518,CLA,CLAHACAN18WSBCFR,CLAHACAN18WB series,"Australia,Fiji,New Zealand",China,Family,18.0,205.19,2200.0,0.82,10.99,240.0,240.0,2022-02-02,,Approved,Class 1,Available,,,195.0,GLS tungsten filament,AS/NZS 4934.1:2014
104812,MIRABELLA,HGLSBC-28,HXGLSXX-28,"Australia,New Zealand",China,Family,28.0,358.8,2000.0,0.889,12.64,240.0,240.0,2022-02-02,,Approved,Class 6,Available,,http://www.mirabella.com.au,360.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
104812,MIRABELLA,HGLSES-28,HXGLSXX-28,"Australia,New Zealand",China,Family,28.0,358.8,2000.0,0.889,12.64,240.0,240.0,2022-02-02,,Approved,Class 6,Available,,http://www.mirabella.com.au,360.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
104812,MIRABELLA,HPGLSBC-28,HXGLSXX-28,"Australia,New Zealand",China,Family,28.0,358.8,2000.0,0.889,12.64,240.0,240.0,2022-02-02,,Approved,Class 6,Available,,http://www.mirabella.com.au,360.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
104812,MIRABELLA,HPGLSES-28,HXGLSXX-28,"Australia,New Zealand",China,Family,28.0,358.8,2000.0,0.889,12.64,240.0,240.0,2022-02-02,,Approved,Class 6,Available,,http://www.mirabella.com.au,360.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
104812,MIRABELLA,HXGLSXX-28,HXGLSXX-28,"Australia,New Zealand",China,Family,28.0,358.8,2000.0,0.889,12.64,240.0,240.0,2022-02-02,,Approved,Class 6,Available,,http://www.mirabella.com.au,360.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
105319,OSRAM,64425 S 20W 12V G4,,"Australia,Fiji,New Zealand",Germany,Single,20.0,291.0,4000.0,0.99,14.5,12.0,12.0,2022-05-25,,Approved,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,300.0,ELV halogen non reflector,AS/NZS 4934.1:2014
105785,GMY,A55 240V halogen lamp,A55 240V halogen lamp,Australia,China,Family,28.0,388.2,2000.0,0.8744,12.98,220.0,240.0,2022-03-22,,Approved,Class 6,Available,http://www.gmyok.com,http://www.gmyok.com,385.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
105785,GMY,A55 B22 240V 28W,A55 240V halogen lamp,Australia,China,Family,28.0,388.2,2000.0,0.8744,12.98,220.0,240.0,2022-03-22,,Approved,Class 6,Available,http://www.gmyok.com,http://www.gmyok.com,385.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
105785,GMY,A55 E27 240V 28W,A55 240V halogen lamp,Australia,China,Family,28.0,388.2,2000.0,0.8744,12.98,220.0,240.0,2022-03-22,,Approved,Class 6,Available,http://www.gmyok.com,http://www.gmyok.com,385.0,Mains Voltage halogen non reflector,AS/NZS 4934.1:2014
106007,RADIUM,MEGA RJLS,MEGA RJLS,"Australia,Fiji,New Zealand",Germany,Family,35.0,543.0,4334.0,1.0,15.5,12.0,12.0,2022-05-19,,Approved,Class 7,Available,http://www.ledvance.com.au,,462.0,ELV halogen reflector,AS/NZS 4934.1:2014
106007,RADIUM,RJLS MEGA VWFL 35W 12V 35W GU5.3,MEGA RJLS,"Australia,Fiji,New Zealand",Germany,Family,35.0,543.0,4334.0,1.0,15.5,12.0,12.0,2022-05-19,,Approved,Class 7,Available,http://www.ledvance.com.au,,462.0,ELV halogen reflector,AS/NZS 4934.1:2014
