ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB35N/MFAB35W,MFAB35N*/MFAB35W*,,Midea,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.15,3.5,297.0,0.0,0.0,0.0,189.0,0.93,4.0,Calorimeter Room,4.2771,4.2688,True,0.0,,1.0,1.0,0.0,0.0,,,,4.25976145335861,4.2533587606334,,,4.0195,4.0067,4.0,4.0,Calorimeter Room,Single,R32,New Zealand,131116,2120-07-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.2771,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,ZAC0693,,Variable output compressor,Inverter,,,,0.82,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2508,4.2855
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,MFAB35N*/MFAB35W*,MFAB35N*/MFAB35W*,,Midea,0.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.15,3.5,297.0,0.0,0.0,0.0,189.0,0.93,4.0,Calorimeter Room,4.2771,4.2688,True,0.0,,1.0,1.0,0.0,0.0,,,,4.25976145335861,4.2533587606334,,,4.0195,4.0067,4.0,4.0,Calorimeter Room,Single,R32,New Zealand,131116,2120-07-28,,Approved,Reverse Cycle,802.0,Class 3,True,True,,True,True,True,,4.2771,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,ZAC0693,,Variable output compressor,Inverter,,,,0.82,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2508,4.2855
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,EPA20A,,,Excelair,,Non Ducted,Portable,,,,China,2.2,,5.5,,,,,,0.0,0.0,Calorimeter Room,2.5014,0.0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",131118,2025-08-13,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.gbi.com.au,,,,,AAC5152,False,,,,,5500.0,2.2,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,1199.0,1848.0,4943.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,DCPAC07C,,,DIMPLEX,,Non Ducted,Portable,,,,China,0.78,,2.05,,,,,,0.0,0.0,Calorimeter Room,2.6577,0.0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,"Australia,Fiji,New Zealand",131135,2025-07-29,,Approved,Cooling Only,,,,,,,,,,,Available,,,,http://www.dimplex.co.nz,,,,AAC5063,False,,,,,2050.0,0.78,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,425.0,655.0,1753.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,,2.6282,0.0
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,AG-0533 (SRXCOOL12KA),,,TRIPP. LITE,,Non Ducted,Portable,,,,China,1.4,,3.5,,,,,,0.0,0.0,Calorimeter Room,2.5562,0.0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",131140,2025-07-28,,Approved,Cooling Only,,,,,,,,,,,Available,,,,,,,,AAC5049,False,,,,,3500.0,1.4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,,,,,,,,763.0,1176.0,3146.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,GWC12AAC-K6DNA1F,,,GREE,,Non Ducted,Single Split System,Wall Hung,Air,,China,0.915,,3.517,,,,,,0.0,0.0,Calorimeter Room,3.839,0.0,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131141,2025-08-05,,Approved,Cooling Only,,Class 3,True,,,,,,,,Available,,,,,,,,AAC5097,True,Variable output compressor,Inverter,False,,3517.0,0.915,,330.0,1700.0,False,0.0,0.0,,836.31,3787.809,True,278.0,1800.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,57.2,60.6,4.906,4.793,5.346,6.647,6.066,5.91,191.0,298.0,851.0,378.0,490.0,1108.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0.0,0.0,0.0,,,,4.6,3.7795,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB26WB/MFAB26NB,MFAB26W*/MFAB26N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,,2.5,,,,,,0.67,3.2,Calorimeter Room,4.8912,4.7019,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131282,2025-08-19,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5173,True,Variable output compressor,Inverter,False,,2500.0,0.52,,250.0,1240.0,True,215.0,1070.0,,475.28,2692.5,True,180.0,1270.0,,160.0,1170.0,3200.0,0.67,280.0,1650.0,True,220.0,1280.0,True,950.0,2520.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,60.0,6.463,6.259,6.68,9.901,8.311,7.714,107.0,167.0,489.0,183.0,258.0,607.0,4.5,4.5,5.0,3.841,4.74,5.53,4.291,4.98,5.507,1090.0,368.0,50.0,330.0,162.0,32.0,2.0,3.0,4.0,False,,0.0,0.0,0.0,,,,0.7,4.7859,4.7593
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB26WC/MFAB26NC,MFAB26W*/MFAB26N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,,2.5,,,,,,0.67,3.2,Calorimeter Room,4.8912,4.7019,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131282,2025-08-19,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5173,True,Variable output compressor,Inverter,False,,2500.0,0.52,,250.0,1240.0,True,215.0,1070.0,,475.28,2692.5,True,180.0,1270.0,,160.0,1170.0,3200.0,0.67,280.0,1650.0,True,220.0,1280.0,True,950.0,2520.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,60.0,6.463,6.259,6.68,9.901,8.311,7.714,107.0,167.0,489.0,183.0,258.0,607.0,4.5,4.5,5.0,3.841,4.74,5.53,4.291,4.98,5.507,1090.0,368.0,50.0,330.0,162.0,32.0,2.0,3.0,4.0,False,,0.0,0.0,0.0,,,,0.7,4.7859,4.7593
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB26WD/MFAB26ND,MFAB26W*/MFAB26N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,,2.5,,,,,,0.67,3.2,Calorimeter Room,4.8912,4.7019,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131282,2025-08-19,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5173,True,Variable output compressor,Inverter,False,,2500.0,0.52,,250.0,1240.0,True,215.0,1070.0,,475.28,2692.5,True,180.0,1270.0,,160.0,1170.0,3200.0,0.67,280.0,1650.0,True,220.0,1280.0,True,950.0,2520.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,60.0,6.463,6.259,6.68,9.901,8.311,7.714,107.0,167.0,489.0,183.0,258.0,607.0,4.5,4.5,5.0,3.841,4.74,5.53,4.291,4.98,5.507,1090.0,368.0,50.0,330.0,162.0,32.0,2.0,3.0,4.0,False,,0.0,0.0,0.0,,,,0.7,4.7859,4.7593
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB26WE/MFAB26NE,MFAB26W*/MFAB26N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,,2.5,,,,,,0.67,3.2,Calorimeter Room,4.8912,4.7019,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131282,2025-08-19,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5173,True,Variable output compressor,Inverter,False,,2500.0,0.52,,250.0,1240.0,True,215.0,1070.0,,475.28,2692.5,True,180.0,1270.0,,160.0,1170.0,3200.0,0.67,280.0,1650.0,True,220.0,1280.0,True,950.0,2520.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,60.0,6.463,6.259,6.68,9.901,8.311,7.714,107.0,167.0,489.0,183.0,258.0,607.0,4.5,4.5,5.0,3.841,4.74,5.53,4.291,4.98,5.507,1090.0,368.0,50.0,330.0,162.0,32.0,2.0,3.0,4.0,False,,0.0,0.0,0.0,,,,0.7,4.7859,4.7593
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB26W*/MFAB26N*,MFAB26W*/MFAB26N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.52,,2.5,,,,,,0.67,3.2,Calorimeter Room,4.8912,4.7019,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131282,2025-08-19,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5173,True,Variable output compressor,Inverter,False,,2500.0,0.52,,250.0,1240.0,True,215.0,1070.0,,475.28,2692.5,True,180.0,1270.0,,160.0,1170.0,3200.0,0.67,280.0,1650.0,True,220.0,1280.0,True,950.0,2520.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,60.0,6.463,6.259,6.68,9.901,8.311,7.714,107.0,167.0,489.0,183.0,258.0,607.0,4.5,4.5,5.0,3.841,4.74,5.53,4.291,4.98,5.507,1090.0,368.0,50.0,330.0,162.0,32.0,2.0,3.0,4.0,False,,0.0,0.0,0.0,,,,0.7,4.7859,4.7593
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,A007C-07C,,,Prinetti,,Non Ducted,Portable,,,,China,0.7,,1.9,,,,,,0.0,0.0,Calorimeter Room,2.8292,0.0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,"Australia,Fiji,New Zealand",131351,2025-08-05,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.emtek.com.cn,,,,,AAC5098,False,,,,,1900.0,0.7,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,382.0,588.0,1573.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,,2.7143,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB35WB/MFAB35NB,MFAB35W*/MFAB35N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,,3.5,,,,,,0.94,4.0,Calorimeter Room,4.2771,4.2731,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131395,2025-08-20,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5175,True,Variable output compressor,Inverter,False,,3500.0,0.82,,370.0,1850.0,True,205.0,970.0,,749.48,3769.5,True,240.0,1800.0,,140.0,1100.0,4000.0,0.94,360.0,2000.0,True,230.0,1230.0,True,1125.0,3560.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,62.0,6.773,6.413,6.842,12.726,9.561,8.42,144.0,229.0,669.0,200.0,314.0,779.0,5.0,4.5,5.0,4.041,4.64,5.259,4.367,4.865,5.227,1294.0,470.0,66.0,405.0,207.0,42.0,2.5,3.0,3.5,False,,0.0,0.0,0.0,,,,0.7,4.256,4.2446
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB35WC/MFAB35NC,MFAB35W*/MFAB35N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,,3.5,,,,,,0.94,4.0,Calorimeter Room,4.2771,4.2731,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131395,2025-08-20,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5175,True,Variable output compressor,Inverter,False,,3500.0,0.82,,370.0,1850.0,True,205.0,970.0,,749.48,3769.5,True,240.0,1800.0,,140.0,1100.0,4000.0,0.94,360.0,2000.0,True,230.0,1230.0,True,1125.0,3560.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,62.0,6.773,6.413,6.842,12.726,9.561,8.42,144.0,229.0,669.0,200.0,314.0,779.0,5.0,4.5,5.0,4.041,4.64,5.259,4.367,4.865,5.227,1294.0,470.0,66.0,405.0,207.0,42.0,2.5,3.0,3.5,False,,0.0,0.0,0.0,,,,0.7,4.256,4.2446
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB35WD/MFAB35ND,MFAB35W*/MFAB35N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,,3.5,,,,,,0.94,4.0,Calorimeter Room,4.2771,4.2731,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131395,2025-08-20,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5175,True,Variable output compressor,Inverter,False,,3500.0,0.82,,370.0,1850.0,True,205.0,970.0,,749.48,3769.5,True,240.0,1800.0,,140.0,1100.0,4000.0,0.94,360.0,2000.0,True,230.0,1230.0,True,1125.0,3560.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,62.0,6.773,6.413,6.842,12.726,9.561,8.42,144.0,229.0,669.0,200.0,314.0,779.0,5.0,4.5,5.0,4.041,4.64,5.259,4.367,4.865,5.227,1294.0,470.0,66.0,405.0,207.0,42.0,2.5,3.0,3.5,False,,0.0,0.0,0.0,,,,0.7,4.256,4.2446
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB35WE/MFAB35NE,MFAB35W*/MFAB35N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,,3.5,,,,,,0.94,4.0,Calorimeter Room,4.2771,4.2731,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131395,2025-08-20,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5175,True,Variable output compressor,Inverter,False,,3500.0,0.82,,370.0,1850.0,True,205.0,970.0,,749.48,3769.5,True,240.0,1800.0,,140.0,1100.0,4000.0,0.94,360.0,2000.0,True,230.0,1230.0,True,1125.0,3560.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,62.0,6.773,6.413,6.842,12.726,9.561,8.42,144.0,229.0,669.0,200.0,314.0,779.0,5.0,4.5,5.0,4.041,4.64,5.259,4.367,4.865,5.227,1294.0,470.0,66.0,405.0,207.0,42.0,2.5,3.0,3.5,False,,0.0,0.0,0.0,,,,0.7,4.256,4.2446
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB35W*/MFAB35N*,MFAB35W*/MFAB35N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,,3.5,,,,,,0.94,4.0,Calorimeter Room,4.2771,4.2731,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131395,2025-08-20,,Approved,Reverse Cycle,,Class 3,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5175,True,Variable output compressor,Inverter,False,,3500.0,0.82,,370.0,1850.0,True,205.0,970.0,,749.48,3769.5,True,240.0,1800.0,,140.0,1100.0,4000.0,0.94,360.0,2000.0,True,230.0,1230.0,True,1125.0,3560.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,58.0,62.0,6.773,6.413,6.842,12.726,9.561,8.42,144.0,229.0,669.0,200.0,314.0,779.0,5.0,4.5,5.0,4.041,4.64,5.259,4.367,4.865,5.227,1294.0,470.0,66.0,405.0,207.0,42.0,2.5,3.0,3.5,False,,0.0,0.0,0.0,,,,0.7,4.256,4.2446
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,RPC41NC,,,Rinnai,,Non Ducted,Portable,,,,China,1.52,,4.1,,,,,,0.0,0.0,Calorimeter Room,2.8284,0.0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,Australia,131400,2025-08-18,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.rinnai.com.au/,,,,,AAC5165,False,,,,,4100.0,1.52,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,,,,,,,,828.0,1277.0,3415.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,,2.6974,0.0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB50WB/MFAB50NB,MFAB50W*/MFAB50N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,,5.0,,,,,,1.45,6.0,Calorimeter Room,4.2523,4.1961,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131409,2025-08-20,,Approved,Reverse Cycle,,Class 4,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5176,True,Variable output compressor,Inverter,False,,5000.0,1.24,,505.0,2700.0,True,470.0,2530.0,,1133.36,5385.0,False,461.57,2907.9,,360.0,2625.0,6000.0,1.45,470.0,2750.0,True,275.0,1450.0,True,1430.0,4360.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,63.0,65.0,5.818,5.586,5.788,8.15,7.179,6.379,239.0,375.0,1130.0,447.0,598.0,1470.0,4.0,4.0,4.0,3.633,4.437,5.416,3.984,4.805,5.371,2159.0,737.0,95.0,666.0,315.0,61.0,2.0,2.5,3.5,False,,0.0,0.0,0.0,,,,1.0,4.0213,4.1283
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB50WC/MFAB50NC,MFAB50W*/MFAB50N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,,5.0,,,,,,1.45,6.0,Calorimeter Room,4.2523,4.1961,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131409,2025-08-20,,Approved,Reverse Cycle,,Class 4,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5176,True,Variable output compressor,Inverter,False,,5000.0,1.24,,505.0,2700.0,True,470.0,2530.0,,1133.36,5385.0,False,461.57,2907.9,,360.0,2625.0,6000.0,1.45,470.0,2750.0,True,275.0,1450.0,True,1430.0,4360.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,63.0,65.0,5.818,5.586,5.788,8.15,7.179,6.379,239.0,375.0,1130.0,447.0,598.0,1470.0,4.0,4.0,4.0,3.633,4.437,5.416,3.984,4.805,5.371,2159.0,737.0,95.0,666.0,315.0,61.0,2.0,2.5,3.5,False,,0.0,0.0,0.0,,,,1.0,4.0213,4.1283
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,MFAB50WD/MFAB50ND,MFAB50W*/MFAB50N*,,MIDEA,,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.24,,5.0,,,,,,1.45,6.0,Calorimeter Room,4.2523,4.1961,,0.0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",131409,2025-08-20,,Approved,Reverse Cycle,,Class 4,True,,,,,,,,Available,,,,http://www.midea.net.au/,,,,AAC5176,True,Variable output compressor,Inverter,False,,5000.0,1.24,,505.0,2700.0,True,470.0,2530.0,,1133.36,5385.0,False,461.57,2907.9,,360.0,2625.0,6000.0,1.45,470.0,2750.0,True,275.0,1450.0,True,1430.0,4360.0,False,0.0,0.0,False,0.0,0.0,,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,63.0,65.0,5.818,5.586,5.788,8.15,7.179,6.379,239.0,375.0,1130.0,447.0,598.0,1470.0,4.0,4.0,4.0,3.633,4.437,5.416,3.984,4.805,5.371,2159.0,737.0,95.0,666.0,315.0,61.0,2.0,2.5,3.5,False,,0.0,0.0,0.0,,,,1.0,4.0213,4.1283
